student_name,gender,grade,school_name,type,reading_score,math_score
Brandon Bennett,M,12th,Stewart High School,Charter,97,79
Robert Gibson,M,12th,Stewart High School,Charter,97,98
Kerry Powell,M,12th,Stewart High School,Charter,90,98
Ryan Wilkins,M,12th,Stewart High School,Charter,89,83
Tammy Berg,F,12th,Stewart High School,Charter,94,81
Kelly Wilson,F,10th,Stewart High School,Charter,99,87
Laura Collins,F,10th,Stewart High School,Charter,89,93
Dennis Singh,M,11th,Stewart High School,Charter,95,96
Michael Wright,M,10th,Stewart High School,Charter,95,90
Allison Fuller,F,11th,Stewart High School,Charter,97,72
Patrick Harris,M,12th,Stewart High School,Charter,92,68
William Garza,M,12th,Stewart High School,Charter,98,94
Mark Camacho,M,12th,Stewart High School,Charter,91,90
Matthew Love,M,12th,Stewart High School,Charter,96,95
Maria Carter,F,12th,Stewart High School,Charter,98,85
William Carey,M,11th,Stewart High School,Charter,93,81
Luke Lopez,M,10th,Stewart High School,Charter,98,83
Amy Gray,F,12th,Stewart High School,Charter,99,91
Kristin Gordon,F,9th,Stewart High School,Charter,98,90
Robert Jordan,M,9th,Stewart High School,Charter,99,94
Jasmine Patel,F,9th,Stewart High School,Charter,93,69
Jennifer Lewis,F,9th,Stewart High School,Charter,95,89
Troy Carter,M,12th,Stewart High School,Charter,94,93
Jessica Oneal,F,11th,Stewart High School,Charter,98,84
Elizabeth Nguyen,F,10th,Stewart High School,Charter,97,90
Michael Weaver,M,9th,Stewart High School,Charter,99,80
Jessica Santiago,F,10th,Stewart High School,Charter,93,72
Lauren Kim,F,10th,Stewart High School,Charter,99,90
Pamela Green,F,10th,Stewart High School,Charter,91,98
Tracy Wilson,F,12th,Stewart High School,Charter,95,70
Daniel White,M,12th,Stewart High School,Charter,89,68
Austin Henderson,M,12th,Stewart High School,Charter,94,87
Shannon Sanchez,F,10th,Stewart High School,Charter,99,83
Diane Murphy,F,9th,Stewart High School,Charter,97,69
Susan Wall,F,11th,Stewart High School,Charter,93,91
Brittany Brown,F,9th,Stewart High School,Charter,97,89
Rebecca Sweeney,F,12th,Stewart High School,Charter,95,82
Janice Cochran,F,10th,Stewart High School,Charter,89,96
Courtney Trujillo,F,11th,Stewart High School,Charter,98,92
Scott Barnes,M,9th,Stewart High School,Charter,93,99
George Santana,M,11th,Stewart High School,Charter,94,99
George Mccormick,M,11th,Stewart High School,Charter,96,75
Robin Joseph,F,10th,Stewart High School,Charter,97,74
Tyler Wilson,M,11th,Stewart High School,Charter,92,84
Anthony Larson,M,9th,Stewart High School,Charter,90,98
Jeffrey Robinson,M,10th,Stewart High School,Charter,90,76
Todd Brown,M,11th,Stewart High School,Charter,89,96
Jackie Aguirre,F,12th,Stewart High School,Charter,94,77
John Smith,M,10th,Stewart High School,Charter,90,83
Carol Shea,F,10th,Stewart High School,Charter,89,89
Jessica Howe,F,10th,Stewart High School,Charter,93,82
Donna Alvarado,F,12th,Stewart High School,Charter,99,95
Hannah Morrison,F,12th,Stewart High School,Charter,93,73
Denise Mitchell,F,10th,Stewart High School,Charter,99,86
David Reyes,M,9th,Stewart High School,Charter,95,90
Jessica Miller,F,12th,Stewart High School,Charter,89,72
Jason Gonzalez,M,12th,Stewart High School,Charter,98,88
Katrina Cohen,F,12th,Stewart High School,Charter,99,72
Terri Leon,F,10th,Stewart High School,Charter,98,89
William Campbell,M,9th,Stewart High School,Charter,93,93
William Holloway,M,10th,Stewart High School,Charter,94,95
Dawn Kirby,F,12th,Stewart High School,Charter,95,82
Monica Johnson,F,10th,Stewart High School,Charter,93,81
Eddie Meyer MD,M,10th,Stewart High School,Charter,96,74
Dr. Deborah Clark,F,12th,Stewart High School,Charter,99,76
Matthew Mcneil,M,10th,Stewart High School,Charter,97,70
Brittany Ruiz,F,11th,Stewart High School,Charter,96,96
Brian Sellers,M,9th,Stewart High School,Charter,92,94
Elizabeth Banks,F,12th,Stewart High School,Charter,99,76
Amy Wells,F,9th,Stewart High School,Charter,99,93
Laura Brooks,F,10th,Stewart High School,Charter,99,92
Douglas Grimes,M,11th,Stewart High School,Charter,96,93
Steven Mitchell Jr.,M,12th,Stewart High School,Charter,93,76
Stephanie Campbell,F,9th,Stewart High School,Charter,96,69
Jesse Smith,M,10th,Stewart High School,Charter,98,96
David Braun,M,11th,Stewart High School,Charter,98,79
Eric Johnson,M,9th,Stewart High School,Charter,91,95
Ashley Haynes,F,9th,Stewart High School,Charter,90,95
Brooke Martin,F,12th,Stewart High School,Charter,94,89
Keith Rivera,M,10th,Stewart High School,Charter,91,98
David Stevens,M,9th,Stewart High School,Charter,98,93
Valerie Nguyen,F,11th,Stewart High School,Charter,95,96
Dana Shah,F,11th,Stewart High School,Charter,94,71
Tracy Beltran,F,10th,Stewart High School,Charter,96,70
Robert Marshall,M,10th,Stewart High School,Charter,99,89
Janet Moyer,F,12th,Stewart High School,Charter,95,84
Steven Jones,M,9th,Stewart High School,Charter,89,82
Amy West,F,9th,Stewart High School,Charter,97,88
Michael Cruz,M,11th,Stewart High School,Charter,90,89
Kyle Keller,M,10th,Stewart High School,Charter,96,81
Dana Shaw,F,9th,Stewart High School,Charter,97,80
Joshua Gilbert,M,11th,Stewart High School,Charter,91,78
Jessica Walker,F,10th,Stewart High School,Charter,99,95
Gordon Prince,M,9th,Stewart High School,Charter,90,93
Jonathan Rogers MD,M,12th,Stewart High School,Charter,90,90
Colleen Miles,F,9th,Stewart High School,Charter,90,82
Jason Miller,M,11th,Stewart High School,Charter,93,82
Michael Williams,M,12th,Stewart High School,Charter,98,70
Jessica Cruz,F,9th,Stewart High School,Charter,93,96
Lisa Doyle,F,10th,Stewart High School,Charter,99,97
Julie Clark,F,9th,Stewart High School,Charter,93,71
Gregory Sanders,M,9th,Stewart High School,Charter,96,73
Peggy Collins,F,9th,Stewart High School,Charter,93,70
Jennifer Ford,F,11th,Stewart High School,Charter,98,84
Allison Perez,F,12th,Stewart High School,Charter,99,87
Ryan Scott,M,12th,Stewart High School,Charter,98,72
Kenneth Scott,M,11th,Stewart High School,Charter,91,69
Lindsey Huffman,F,11th,Stewart High School,Charter,90,88
Peter Taylor,M,12th,Stewart High School,Charter,96,75
Diana Hamilton,F,9th,Stewart High School,Charter,92,97
Nicholas Parker,M,12th,Stewart High School,Charter,93,85
Daniel Gomez,M,9th,Stewart High School,Charter,95,97
David Morris,M,9th,Stewart High School,Charter,98,83
Carol Martin,F,12th,Stewart High School,Charter,91,74
Dawn Freeman,F,9th,Stewart High School,Charter,89,69
Tracy King,F,9th,Stewart High School,Charter,97,87
Brian Golden,M,10th,Stewart High School,Charter,93,96
Billy Rodriguez,M,12th,Stewart High School,Charter,94,76
Andrew Foster,M,12th,Stewart High School,Charter,94,92
John Russo,M,12th,Stewart High School,Charter,94,89
Rebecca Luna,F,11th,Stewart High School,Charter,94,83
Leslie Richardson,F,10th,Stewart High School,Charter,97,86
Jason Pruitt Jr.,M,10th,Stewart High School,Charter,99,68
Brittney Henry,F,11th,Stewart High School,Charter,98,78
John Callahan,M,9th,Stewart High School,Charter,98,94
Nathan Larson,M,10th,Stewart High School,Charter,99,77
Carlos Berry,M,10th,Stewart High School,Charter,91,68
Cynthia Hall,F,9th,Stewart High School,Charter,96,96
Jose Solomon,M,10th,Stewart High School,Charter,92,98
Andrea Fernandez,F,9th,Stewart High School,Charter,96,77
Samantha Thompson,F,11th,Stewart High School,Charter,98,77
Brian Thornton,M,11th,Stewart High School,Charter,90,69
Cynthia Robinson,F,12th,Stewart High School,Charter,93,69
Jennifer James,F,11th,Stewart High School,Charter,94,76
Cindy Taylor,F,9th,Stewart High School,Charter,93,80
Tammy Arias,F,9th,Stewart High School,Charter,93,95
Latoya Vincent,F,9th,Stewart High School,Charter,92,86
Stacey Barron,F,11th,Stewart High School,Charter,89,88
Cassandra Myers,F,10th,Stewart High School,Charter,97,73
Kristi Wright,F,9th,Stewart High School,Charter,95,71
Harold Jackson,M,9th,Stewart High School,Charter,91,97
Krystal Pope,F,10th,Stewart High School,Charter,93,89
Ashley Howard,F,10th,Stewart High School,Charter,91,73
Lisa Lowery,F,9th,Stewart High School,Charter,99,78
Daniel Hernandez,M,11th,Stewart High School,Charter,95,71
Melissa Summers,F,10th,Stewart High School,Charter,97,69
Patricia Potter,F,10th,Stewart High School,Charter,94,90
Jeffrey Patel,M,12th,Stewart High School,Charter,97,98
Scott Cox,M,9th,Stewart High School,Charter,95,83
Shawn Stewart,M,9th,Stewart High School,Charter,90,69
Amanda Schultz,F,11th,Stewart High School,Charter,97,70
Jose Allen,M,11th,Stewart High School,Charter,95,88
Dana Mitchell,F,9th,Stewart High School,Charter,97,99
Melissa Acevedo,F,12th,Stewart High School,Charter,93,87
Mark Moon,M,12th,Stewart High School,Charter,93,70
Jennifer Turner,F,10th,Stewart High School,Charter,91,76
Tanner Lopez,M,11th,Stewart High School,Charter,98,80
Andrew Little,M,9th,Stewart High School,Charter,97,98
Mr. Charles Wood,M,11th,Stewart High School,Charter,97,71
Caitlin Perez,F,9th,Stewart High School,Charter,95,78
Karen Stewart,F,11th,Stewart High School,Charter,89,83
Paula West,F,12th,Stewart High School,Charter,91,81
Emily Stevens,F,9th,Stewart High School,Charter,92,81
Anna Reynolds,F,9th,Stewart High School,Charter,94,83
Laura Little,F,10th,Stewart High School,Charter,97,93
Gregory Harvey,M,10th,Stewart High School,Charter,93,92
Chase Cox,M,9th,Stewart High School,Charter,89,75
Joshua Russell,M,10th,Stewart High School,Charter,93,97
Brett Fuentes,M,11th,Stewart High School,Charter,93,99
Amanda Ramirez,F,12th,Stewart High School,Charter,90,68
Phillip Hatfield,M,10th,Stewart High School,Charter,95,96
Andrea Perez,F,12th,Stewart High School,Charter,95,68
Phillip Todd,M,9th,Stewart High School,Charter,99,98
Katrina Ortega,F,11th,Stewart High School,Charter,99,76
Kaylee Schmidt,F,12th,Stewart High School,Charter,92,79
Dr. Benjamin Phillips Jr.,M,9th,Stewart High School,Charter,96,69
Bruce Garcia,M,12th,Stewart High School,Charter,89,87
Kelly Johnson,F,12th,Stewart High School,Charter,92,93
Jill Adkins,F,12th,Stewart High School,Charter,97,81
Hayley White,F,12th,Stewart High School,Charter,89,75
James Webster,M,9th,Stewart High School,Charter,97,75
Patrick Day,M,12th,Stewart High School,Charter,97,78
Charles Rodriguez,M,9th,Stewart High School,Charter,95,82
Jesse Adams,M,12th,Stewart High School,Charter,94,96
Peter Wong,M,9th,Stewart High School,Charter,97,96
Scott Hall,M,12th,Stewart High School,Charter,96,92
Robert Adams,M,10th,Stewart High School,Charter,92,84
Jennifer Madden,F,9th,Stewart High School,Charter,89,69
Christopher Boone,M,9th,Stewart High School,Charter,99,72
Allison Martin,F,9th,Stewart High School,Charter,90,85
Jeremy Vasquez,M,11th,Stewart High School,Charter,95,88
Eric Davidson,M,9th,Stewart High School,Charter,99,72
Anthony Williamson,M,12th,Stewart High School,Charter,90,89
Carol Jordan,F,9th,Stewart High School,Charter,96,97
Susan Wolfe,F,10th,Stewart High School,Charter,92,81
Cynthia Randall,F,12th,Stewart High School,Charter,90,84
Daniel Morris,M,9th,Stewart High School,Charter,94,68
Kathy Shaffer,F,10th,Stewart High School,Charter,89,98
Brian Barajas,M,12th,Stewart High School,Charter,99,98
Kimberly Vasquez,F,12th,Stewart High School,Charter,99,69
Christina Davis,F,10th,Stewart High School,Charter,92,98
Amy Robertson,F,9th,Stewart High School,Charter,94,72
Michelle Fuller,F,12th,Stewart High School,Charter,89,81
Jesse Barber,M,10th,Stewart High School,Charter,97,87
Matthew Mcdonald,M,12th,Stewart High School,Charter,93,75
John Evans,M,10th,Stewart High School,Charter,95,84
Nicole Jimenez,F,10th,Stewart High School,Charter,91,98
Anthony Ramirez,M,10th,Stewart High School,Charter,93,76
Deborah Fisher,F,12th,Stewart High School,Charter,92,95
Connie Harris,F,9th,Stewart High School,Charter,94,72
Michael Watts MD,M,12th,Stewart High School,Charter,92,81
Sara Morrison,F,12th,Stewart High School,Charter,94,92
Seth Berger,M,10th,Stewart High School,Charter,89,82
Kathleen Welch,F,11th,Stewart High School,Charter,98,89
Kathleen Schneider,F,9th,Stewart High School,Charter,93,70
Ruben Roach,M,10th,Stewart High School,Charter,92,79
James Hodge,M,9th,Stewart High School,Charter,90,86
Jacob Gray,M,9th,Stewart High School,Charter,99,82
Kathryn Brown,F,11th,Stewart High School,Charter,99,68
Frank Ryan,M,9th,Stewart High School,Charter,95,74
Christopher Mitchell,M,12th,Stewart High School,Charter,96,89
Paul Sosa,M,10th,Stewart High School,Charter,89,81
Jennifer Brandt,F,9th,Stewart High School,Charter,91,85
Nicholas Riley,M,12th,Stewart High School,Charter,99,98
Ashlee Mendoza,F,9th,Stewart High School,Charter,95,95
Sonia Velazquez,F,10th,Stewart High School,Charter,89,96
Victor Walker,M,9th,Stewart High School,Charter,98,80
Jill Leonard,F,12th,Stewart High School,Charter,98,74
Tabitha Sanders,F,10th,Stewart High School,Charter,99,95
Melanie Daniels,F,9th,Stewart High School,Charter,89,91
Amanda Lowe,F,11th,Stewart High School,Charter,97,93
Rebecca Mendoza,F,11th,Stewart High School,Charter,98,71
Gail Smith,F,11th,Stewart High School,Charter,95,84
Timothy Briggs,M,10th,Stewart High School,Charter,97,76
Sharon Johnson,F,9th,Stewart High School,Charter,89,94
Edward Carr,M,12th,Stewart High School,Charter,89,98
Henry Wilson,M,11th,Stewart High School,Charter,92,76
Katie Thomas,F,9th,Stewart High School,Charter,93,77
Jose Flores MD,M,9th,Stewart High School,Charter,96,81
Charles Buchanan,M,9th,Stewart High School,Charter,91,95
David Conway,M,12th,Stewart High School,Charter,93,90
Daniel West,M,9th,Stewart High School,Charter,96,90
Alexis Mason,F,10th,Stewart High School,Charter,91,89
Mr. Earl Aguirre,M,10th,Stewart High School,Charter,95,90
Jacob Ruiz,M,10th,Stewart High School,Charter,99,84
Darryl Jones,M,12th,Stewart High School,Charter,93,86
Donna Williams,F,12th,Stewart High School,Charter,99,71
Christine Holland,F,10th,Stewart High School,Charter,98,71
Andrea Mora,F,9th,Stewart High School,Charter,93,80
Joshua Holmes,M,10th,Stewart High School,Charter,93,92
Cassie Walton,F,9th,Stewart High School,Charter,95,81
Elizabeth Tran,F,9th,Stewart High School,Charter,90,77
Christina Watson,F,11th,Stewart High School,Charter,94,82
Albert Ballard,M,9th,Stewart High School,Charter,95,75
Lauren Thornton,F,9th,Stewart High School,Charter,91,97
Mrs. Laura Daniel DDS,F,9th,Stewart High School,Charter,93,79
Natalie Hill,F,12th,Stewart High School,Charter,93,78
Betty Mcconnell,F,10th,Stewart High School,Charter,93,96
James Wilson Jr.,M,9th,Stewart High School,Charter,99,75
Raymond Lee II,M,12th,Stewart High School,Charter,94,71
Melissa Smith,F,10th,Stewart High School,Charter,99,73
Michelle Roberts,F,11th,Stewart High School,Charter,91,87
Robert Hampton,M,10th,Stewart High School,Charter,94,92
Stephanie Mcintosh,F,11th,Stewart High School,Charter,96,88
Bradley Lopez,M,9th,Stewart High School,Charter,93,94
Lisa Becker,F,9th,Stewart High School,Charter,97,99
Sharon Brown,F,11th,Stewart High School,Charter,97,84
Justin Alvarez,M,10th,Stewart High School,Charter,92,84
Rebecca Carter,F,12th,Stewart High School,Charter,92,79
John Perez,M,10th,Stewart High School,Charter,89,78
Kenneth Santos,M,9th,Stewart High School,Charter,89,69
Karen Williams,F,9th,Stewart High School,Charter,93,86
Leah Cox,F,9th,Stewart High School,Charter,98,82
Samuel Pena Jr.,M,11th,Stewart High School,Charter,93,80
Gary Brooks,M,9th,Stewart High School,Charter,91,78
Katie Morrow,F,9th,Stewart High School,Charter,92,73
Heather Clark,F,10th,Stewart High School,Charter,98,91
Patrick Bennett,M,9th,Stewart High School,Charter,95,89
Joseph Garrett,M,11th,Stewart High School,Charter,89,92
Joshua Sosa,M,9th,Stewart High School,Charter,99,70
Stephanie Thompson,F,11th,Stewart High School,Charter,96,71
James Powell,M,10th,Stewart High School,Charter,90,72
Derek Taylor,M,10th,Stewart High School,Charter,92,71
Wesley Odonnell,M,12th,Stewart High School,Charter,99,81
Alison Anderson,F,11th,Stewart High School,Charter,92,92
Brandon Perry,M,9th,Stewart High School,Charter,89,93
Scott Little,M,11th,Stewart High School,Charter,90,96
William Nelson,M,10th,Stewart High School,Charter,98,76
Steven Brown,M,11th,Stewart High School,Charter,95,99
William Morgan,M,12th,Stewart High School,Charter,96,90
Brian Henderson,M,9th,Stewart High School,Charter,98,73
Robert Bowman,M,9th,Stewart High School,Charter,93,70
Rachel Garner,F,9th,Stewart High School,Charter,99,87
Jeff Hanna,M,10th,Stewart High School,Charter,90,97
Cindy Kelly,F,10th,Stewart High School,Charter,91,80
Vanessa Stone,F,9th,Stewart High School,Charter,95,78
Joshua Reynolds,M,9th,Stewart High School,Charter,98,82
Jessica Flores,F,10th,Stewart High School,Charter,91,79
Ms. Laura Gonzalez,F,11th,Stewart High School,Charter,91,98
Kim Peterson,F,12th,Stewart High School,Charter,94,88
Amy Martinez,F,9th,Stewart High School,Charter,93,97
Aaron Davis,M,9th,Stewart High School,Charter,94,87
Gregory Harris,M,9th,Stewart High School,Charter,94,96
Christopher Blair,M,12th,Stewart High School,Charter,90,99
Bruce Taylor,M,11th,Stewart High School,Charter,93,72
Matthew Allen,M,9th,Stewart High School,Charter,92,89
Robert Sutton,M,12th,Stewart High School,Charter,97,94
Luke Jackson,M,11th,Stewart High School,Charter,98,79
Melinda Brown,F,12th,Stewart High School,Charter,98,84
Gabriella Campbell,F,10th,Stewart High School,Charter,94,92
Laura Wood,F,10th,Stewart High School,Charter,93,78
Nicole Fleming,F,12th,Stewart High School,Charter,91,90
Lauren Anderson,F,12th,Stewart High School,Charter,99,89
Holly Love,F,10th,Stewart High School,Charter,97,81
Christopher Cortez,M,12th,Stewart High School,Charter,98,77
Rachel Leon,F,12th,Stewart High School,Charter,89,75
Ethan Nelson MD,M,12th,Stewart High School,Charter,98,89
Kimberly Lee,F,9th,Stewart High School,Charter,89,87
Christopher Shaw,M,9th,Stewart High School,Charter,98,97
Karen Moore,F,10th,Stewart High School,Charter,95,95
Russell Bailey,M,11th,Stewart High School,Charter,97,82
Eric Hayes,M,10th,Stewart High School,Charter,99,91
Wayne Bautista,M,10th,Stewart High School,Charter,94,78
Rita Morris,F,9th,Stewart High School,Charter,91,71
David Mcdonald,M,12th,Stewart High School,Charter,92,73
Michael Macdonald,M,10th,Stewart High School,Charter,92,87
Emily Morris,F,9th,Stewart High School,Charter,96,97
Andrea Harper,F,12th,Stewart High School,Charter,98,73
Melissa Ferguson,F,11th,Stewart High School,Charter,98,99
